ปี,เทอม,ระบบ,สถานที่จัดการเรียน,คณะ,สาขา,หลักสูตร,รหัสวิชา,ชื่อวิชา,ตอนเรียน,แผ่นที่,ระดับ,จำนวน
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571110-01,บริบทการจัดการเพื่ออุตสาหกรรมบริการ,Q5,2211,ปริญญาตรี,3
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571110-01,บริบทการจัดการเพื่ออุตสาหกรรมบริการ,R5,2212,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571110-01,บริบทการจัดการเพื่ออุตสาหกรรมบริการ,R5,2213,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571110-01,บริบทการจัดการเพื่ออุตสาหกรรมบริการ,S5,2215,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571110-01,บริบทการจัดการเพื่ออุตสาหกรรมบริการ,S5,2216,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571110-01,บริบทการจัดการเพื่ออุตสาหกรรมบริการ,S5,2217,ปริญญาตรี,3
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571110-01,บริบทการจัดการเพื่ออุตสาหกรรมบริการ,T5,2218,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571110-01,บริบทการจัดการเพื่ออุตสาหกรรมบริการ,T5,2219,ปริญญาตรี,14
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571110-01,บริบทการจัดการเพื่ออุตสาหกรรมบริการ,U5,2220,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571110-01,บริบทการจัดการเพื่ออุตสาหกรรมบริการ,U5,2221,ปริญญาตรี,11
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,N5,2222,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,N5,2223,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,O5,2225,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,O5,2226,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,P5,2228,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,P5,2229,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,P5,2230,ปริญญาตรี,4
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,Q5,2231,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,Q5,2232,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,Q5,2233,ปริญญาตรี,3
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,R5,2234,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,R5,2235,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,S5,2237,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,S5,2238,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,S5,2239,ปริญญาตรี,4
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,T5,2240,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,T5,2241,ปริญญาตรี,12
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,U5,2242,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571403-01,ความรู้เบื้องต้นในการจัดการธุรกิจการบิน,U5,2243,ปริญญาตรี,11
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571404-01,เศรษฐศาสตร์เบื้องต้นเพื่อธุรกิจการบิน,N5,2244,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571404-01,เศรษฐศาสตร์เบื้องต้นเพื่อธุรกิจการบิน,N5,2245,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571404-01,เศรษฐศาสตร์เบื้องต้นเพื่อธุรกิจการบิน,N5,2246,ปริญญาตรี,1
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571404-01,เศรษฐศาสตร์เบื้องต้นเพื่อธุรกิจการบิน,O5,2247,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571404-01,เศรษฐศาสตร์เบื้องต้นเพื่อธุรกิจการบิน,O5,2248,ปริญญาตรี,16
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571404-01,เศรษฐศาสตร์เบื้องต้นเพื่อธุรกิจการบิน,P5,2249,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571404-01,เศรษฐศาสตร์เบื้องต้นเพื่อธุรกิจการบิน,P5,2250,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571404-01,เศรษฐศาสตร์เบื้องต้นเพื่อธุรกิจการบิน,P5,2251,ปริญญาตรี,11
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571405-01,ศิลปะการต้อนรับและการสื่อสารข้ามวัฒนธรรมในธุรกิจการบิน,J5,2252,ปริญญาตรี,1
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571410-01,การเตรียมความพร้อมด้านอาชีพในธุรกิจการบิน,J5,2253,ปริญญาตรี,14
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571411-01,การสื่อสารข้ามวัฒนธรรมและศิลปะการต้อนรับในธุรกิจการบิน,T5,2254,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571411-01,การสื่อสารข้ามวัฒนธรรมและศิลปะการต้อนรับในธุรกิจการบิน,T5,2255,ปริญญาตรี,12
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571411-01,การสื่อสารข้ามวัฒนธรรมและศิลปะการต้อนรับในธุรกิจการบิน,U5,2256,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571411-01,การสื่อสารข้ามวัฒนธรรมและศิลปะการต้อนรับในธุรกิจการบิน,U5,2257,ปริญญาตรี,12
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,N5,2258,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,N5,2259,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,O5,2261,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,O5,2262,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,O5,2263,ปริญญาตรี,1
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,P5,2264,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,P5,2265,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,P5,2266,ปริญญาตรี,1
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,Q5,2267,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,Q5,2268,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,Q5,2269,ปริญญาตรี,2
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,R5,2270,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,R5,2271,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,S5,2273,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,S5,2274,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,S5,2275,ปริญญาตรี,4
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,T5,2276,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,T5,2277,ปริญญาตรี,12
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,U5,2278,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3571413-01,การสื่อสารภาษาอังกฤษพื้นฐานสำหรับอุตสาหกรรมบริการ,U5,2279,ปริญญาตรี,11
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572102-01,การบริการการขนส่งสินค้าทางอากาศ,N5,2280,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572102-01,การบริการการขนส่งสินค้าทางอากาศ,N5,2281,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572102-01,การบริการการขนส่งสินค้าทางอากาศ,O5,2283,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572102-01,การบริการการขนส่งสินค้าทางอากาศ,O5,2284,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572102-01,การบริการการขนส่งสินค้าทางอากาศ,O5,2285,ปริญญาตรี,9
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572102-01,การบริการการขนส่งสินค้าทางอากาศ,P5,2286,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572102-01,การบริการการขนส่งสินค้าทางอากาศ,P5,2287,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572102-01,การบริการการขนส่งสินค้าทางอากาศ,P5,2288,ปริญญาตรี,12
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนการท่องเที่ยวและการบริการ,อุตสาหกรรมท่องเที่ยวและบริการ (ธุรกิจการบิน),ศิลปศาสตรบัณฑิต,3572408-01,การขนส่งสินค้าและพัสดุภัณฑ์ทางอากาศ,J5,2289,ปริญญาตรี,1
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572409-01,ภาษาอังกฤษพื้นฐานสำหรับธุรกิจการบินและอุตสาหกรรมบริการ,J5,2290,ปริญญาตรี,4
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572412-01,การบริหารจัดการทรัพยากรมนุษย์ทางการบิน,J5,2291,ปริญญาตรี,5
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572413-01,การสำรองที่นั่งในธุรกิจการบิน,J5,2292,ปริญญาตรี,15
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,N5,2293,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,N5,2294,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,N5,2295,ปริญญาตรี,10
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,O5,2296,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,O5,2297,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,O5,2298,ปริญญาตรี,4
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,P5,2299,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,P5,2300,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,P5,2301,ปริญญาตรี,5
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,Q5,2302,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,Q5,2303,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,Q5,2304,ปริญญาตรี,2
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,R5,2305,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,R5,2306,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,R5,2307,ปริญญาตรี,6
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,S5,2308,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,S5,2309,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง หัวหิน,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการบิน,ศิลปศาสตรบัณฑิต,3572414-02,วัฒนธรรมการบริการในธุรกิจการบิน,S5,2310,ปริญญาตรี,1
